id,id_karyawan,nik,tanggal,shift,jadwal_masuk,jadwal_pulang,jam_masuk,jam_keluar,terlambat,plg_cepat,absent,lembur,jml_jamkerja,id_departement,jam_kerja,partner,created_at,updated_at
13999,92,RTI019,2/19/2025,,09:05:00,17:30:00,09:02:51,17:26:11,,00:03:49,,,08:23:20,46,08:23:20,2,2/26/2025 11:11:35,5/7/2025 17:17:27
14000,75,RTI002,2/19/2025,,09:05:00,17:30:00,09:04:53,17:41:26,,,,00:11:26,08:25:07,49,08:36:33,2,2/26/2025 11:11:35,2/26/2025 11:11:36
14001,100,RTI027,2/19/2025,,09:05:00,17:30:00,09:07:06,17:27:24,00:02:06,00:02:36,,,08:20:18,46,08:20:18,2,2/26/2025 11:11:35,2/26/2025 11:11:36
14002,99,RTI026,2/19/2025,,09:05:00,17:30:00,09:08:34,17:30:58,00:03:34,,,00:00:58,08:21:26,46,08:22:24,2,2/26/2025 11:11:35,2/26/2025 11:11:36
14003,98,RTI025,2/19/2025,,09:05:00,17:30:00,09:47:41,,00:42:41,,,,,48,,2,2/26/2025 11:11:35,2/26/2025 11:11:35
14004,88,RTI015,2/19/2025,,09:05:00,17:30:00,09:50:26,17:30:38,00:45:26,,,00:00:38,07:39:34,50,07:40:12,2,2/26/2025 11:11:35,2/26/2025 11:11:36
14005,79,RTI006,2/19/2025,,09:05:00,17:30:00,10:25:26,22:19:49,01:20:26,,,04:49:49,07:04:34,50,11:54:23,2,2/26/2025 11:11:35,2/26/2025 11:11:36
14006,140,-,2/20/2025,,09:05:00,17:30:00,06:12:26,,,,,,,47,,2,2/26/2025 11:11:37,2/26/2025 11:11:37
14007,83,RTI010,2/20/2025,,09:05:00,17:30:00,07:15:51,17:56:44,,,,00:26:44,10:14:09,49,10:40:53,2,2/26/2025 11:11:37,2/26/2025 11:11:40
14008,74,RTI001,2/20/2025,,09:05:00,17:30:00,08:44:07,17:29:57,,,,,08:45:50,50,08:45:50,2,2/26/2025 11:11:37,2/26/2025 11:11:39
14009,95,RTI022,2/20/2025,,09:05:00,17:30:00,08:52:36,17:27:23,,00:02:37,,,08:34:47,47,08:34:47,2,2/26/2025 11:11:37,2/26/2025 11:11:38
14010,75,RTI002,2/20/2025,,09:05:00,17:30:00,08:54:36,17:37:01,,,,00:07:01,08:35:24,49,08:42:25,2,2/26/2025 11:11:37,2/26/2025 11:11:40
14011,77,RTI004,2/20/2025,,09:05:00,17:30:00,08:54:42,17:29:48,,,,,08:35:06,49,08:35:06,2,2/26/2025 11:11:37,2/26/2025 11:11:39
14012,87,RTI014,2/20/2025,,09:05:00,17:30:00,08:55:59,17:27:43,,00:02:17,,,08:31:44,46,08:31:44,2,2/26/2025 11:11:37,2/26/2025 11:11:38
14013,92,RTI019,2/20/2025,,09:05:00,17:30:00,08:57:14,17:26:58,,00:03:02,,,08:29:44,46,08:29:44,2,2/26/2025 11:11:37,2/26/2025 11:11:38
14014,138,--,2/20/2025,,09:05:00,17:30:00,08:59:01,17:27:16,,00:02:44,,,08:28:15,46,08:28:15,2,2/26/2025 11:11:37,2/26/2025 11:11:38
14015,136,RTI035,2/20/2025,,09:05:00,17:30:00,08:59:40,17:28:40,,00:01:20,,,08:29:00,46,08:29:00,2,2/26/2025 11:11:37,2/26/2025 11:11:39
14016,82,RTI009,2/20/2025,,09:05:00,17:30:00,09:01:48,17:30:14,,,,00:00:14,08:28:12,48,08:28:26,2,2/26/2025 11:11:37,2/26/2025 11:11:39
14017,99,RTI026,2/20/2025,,09:05:00,17:30:00,09:06:44,,00:01:44,,,,,46,,2,2/26/2025 11:11:37,2/26/2025 11:11:37
14018,137,RTI034,2/20/2025,,09:05:00,17:30:00,09:07:13,17:30:04,00:02:13,,,00:00:04,08:22:47,46,08:22:51,2,2/26/2025 11:11:37,2/26/2025 11:11:39
14019,94,RTI021,2/20/2025,,09:05:00,17:30:00,09:08:58,17:29:32,00:03:58,,,,08:20:34,46,08:20:34,2,2/26/2025 11:11:38,5/7/2025 17:17:28
14020,100,RTI027,2/20/2025,,09:05:00,17:30:00,09:10:03,17:27:07,00:05:03,00:02:53,,,08:17:04,46,08:17:04,2,2/26/2025 11:11:38,2/26/2025 11:11:38
14021,93,RTI020,2/20/2025,,09:05:00,17:30:00,09:11:57,17:31:24,00:06:57,,,00:01:24,08:18:03,48,08:19:27,2,2/26/2025 11:11:38,2/26/2025 11:11:40
14022,91,RTI018,2/20/2025,,09:05:00,17:30:00,09:21:42,17:29:52,00:16:42,,,,08:08:10,48,08:08:10,2,2/26/2025 11:11:38,2/26/2025 11:11:39
14023,76,RTI003,2/20/2025,,09:05:00,17:30:00,09:25:10,17:30:35,00:20:10,,,00:00:35,08:04:50,49,08:05:25,2,2/26/2025 11:11:38,2/26/2025 11:11:40
14024,88,RTI015,2/20/2025,,09:05:00,17:30:00,09:26:22,17:34:50,00:21:22,,,00:04:50,08:03:38,50,08:08:28,2,2/26/2025 11:11:38,2/26/2025 11:11:40
14025,89,RTI016,2/20/2025,,09:05:00,17:30:00,09:42:44,17:29:39,00:37:44,,,,07:46:55,48,07:46:55,2,2/26/2025 11:11:38,2/26/2025 11:11:39
14026,98,RTI025,2/20/2025,,09:05:00,17:30:00,09:55:01,,00:50:01,,,,,48,,2,2/26/2025 11:11:38,2/26/2025 11:11:38
14027,79,RTI006,2/20/2025,,09:05:00,17:30:00,10:30:13,,01:25:13,,,,,50,,2,2/26/2025 11:11:38,2/26/2025 11:11:38
14028,140,-,2/21/2025,,09:05:00,17:30:00,06:07:55,,,,,,,47,,2,2/26/2025 11:11:40,2/26/2025 11:11:40
14029,141,RTI,2/21/2025,,09:05:00,17:30:00,07:10:04,17:29:43,,,,,10:19:39,47,10:19:39,2,2/26/2025 11:11:40,2/26/2025 11:11:42
14030,83,RTI010,2/21/2025,,09:05:00,17:30:00,07:29:35,17:41:13,,,,00:11:13,10:00:25,49,10:11:38,2,2/26/2025 11:11:40,2/26/2025 11:11:43
14031,76,RTI003,2/21/2025,,09:05:00,17:30:00,07:56:38,,,,,,,49,,2,2/26/2025 11:11:40,2/26/2025 11:11:40
14032,77,RTI004,2/21/2025,,09:05:00,17:30:00,08:35:51,18:55:56,,,,01:25:56,08:54:09,49,10:20:05,2,2/26/2025 11:11:40,5/7/2025 17:17:29
14033,80,RTI007,2/21/2025,,09:05:00,17:30:00,08:40:28,17:27:06,,00:02:54,,,08:46:38,48,08:46:38,2,2/26/2025 11:11:40,2/26/2025 11:11:42
14034,138,--,2/21/2025,,09:05:00,17:30:00,08:40:59,17:26:59,,00:03:01,,,08:46:00,46,08:46:00,2,2/26/2025 11:11:40,2/26/2025 11:11:42
14035,74,RTI001,2/21/2025,,09:05:00,17:30:00,08:42:17,,,,,,,50,,2,2/26/2025 11:11:40,2/26/2025 11:11:40
14036,136,RTI035,2/21/2025,,09:05:00,17:30:00,08:44:40,17:33:29,,,,00:03:29,08:45:20,46,08:48:49,2,2/26/2025 11:11:40,2/26/2025 11:11:43
14037,94,RTI021,2/21/2025,,09:05:00,17:30:00,08:49:46,17:30:02,,,,00:00:02,08:40:14,46,08:40:16,2,2/26/2025 11:11:40,2/26/2025 11:11:42
14038,79,RTI006,2/21/2025,,09:05:00,17:30:00,08:50:26,17:49:34,,,,00:19:34,08:39:34,50,08:59:08,2,2/26/2025 11:11:40,2/26/2025 11:11:43
14039,95,RTI022,2/21/2025,,09:05:00,17:30:00,08:58:31,17:27:57,,00:02:03,,,08:29:26,47,08:29:26,2,2/26/2025 11:11:41,2/26/2025 11:11:42
14040,87,RTI014,2/21/2025,,09:05:00,17:30:00,08:59:22,17:27:21,,00:02:39,,,08:27:59,46,08:27:59,2,2/26/2025 11:11:41,2/26/2025 11:11:42
14041,100,RTI027,2/21/2025,,09:05:00,17:30:00,08:59:57,17:26:27,,00:03:33,,,08:26:30,46,08:26:30,2,2/26/2025 11:11:41,2/26/2025 11:11:41
14042,93,RTI020,2/21/2025,,09:05:00,17:30:00,09:00:43,17:29:06,,,,,08:28:23,48,08:28:23,2,2/26/2025 11:11:41,2/26/2025 11:11:42
14043,92,RTI019,2/21/2025,,09:05:00,17:30:00,09:02:47,17:26:49,,00:03:11,,,08:24:02,46,08:24:02,2,2/26/2025 11:11:41,2/26/2025 11:11:41
14044,137,RTI034,2/21/2025,,09:05:00,17:30:00,09:02:53,17:32:09,,,,00:02:09,08:27:07,46,08:29:16,2,2/26/2025 11:11:41,2/26/2025 11:11:42
14045,91,RTI018,2/21/2025,,09:05:00,17:30:00,09:03:41,17:32:15,,,,00:02:15,08:26:19,48,08:28:34,2,2/26/2025 11:11:41,2/26/2025 11:11:42
14046,82,RTI009,2/21/2025,,09:05:00,17:30:00,09:07:23,17:32:24,00:02:23,,,00:02:24,08:22:37,48,08:25:01,2,2/26/2025 11:11:41,2/26/2025 11:11:42
14047,99,RTI026,2/21/2025,,09:05:00,17:30:00,09:07:46,,00:02:46,,,,,46,,2,2/26/2025 11:11:41,2/26/2025 11:11:41
14048,75,RTI002,2/21/2025,,09:05:00,17:30:00,09:08:21,17:31:16,00:03:21,,,00:01:16,08:21:39,49,08:22:55,2,2/26/2025 11:11:41,2/26/2025 11:11:42
14049,98,RTI025,2/21/2025,,09:05:00,17:30:00,09:18:09,,00:13:09,,,,,48,,2,2/26/2025 11:11:41,2/26/2025 11:11:41
14050,88,RTI015,2/21/2025,,09:05:00,17:30:00,09:26:08,17:44:55,00:21:08,,,00:14:55,08:03:52,50,08:18:47,2,2/26/2025 11:11:41,2/26/2025 11:11:43
14051,140,-,2/24/2025,,09:05:00,17:30:00,06:14:44,,,,,,,47,,2,2/26/2025 11:11:43,2/26/2025 11:11:43
14052,141,RTI,2/24/2025,,09:05:00,17:30:00,07:07:38,17:44:39,,,,00:14:39,10:22:22,47,10:37:01,2,2/26/2025 11:11:43,2/26/2025 11:11:46
14053,83,RTI010,2/24/2025,,09:05:00,17:30:00,07:19:06,17:57:36,,,,00:27:36,10:10:54,49,10:38:30,2,2/26/2025 11:11:43,2/26/2025 11:11:46
14054,76,RTI003,2/24/2025,,09:05:00,17:30:00,08:33:25,17:40:55,,,,00:10:55,08:56:35,49,09:07:30,2,2/26/2025 11:11:43,2/26/2025 11:11:46
14055,74,RTI001,2/24/2025,,09:05:00,17:30:00,08:33:40,17:35:21,,,,00:05:21,08:56:20,50,09:01:41,2,2/26/2025 11:11:43,2/26/2025 11:11:46
14056,77,RTI004,2/24/2025,,09:05:00,17:30:00,08:39:27,17:30:17,,,,00:00:17,08:50:33,49,08:50:50,2,2/26/2025 11:11:43,2/26/2025 11:11:45
14057,80,RTI007,2/24/2025,,09:05:00,17:30:00,08:39:50,17:26:52,,00:03:08,,,08:47:02,48,08:47:02,2,2/26/2025 11:11:43,2/26/2025 11:11:45
14058,138,--,2/24/2025,,09:05:00,17:30:00,08:46:31,17:26:47,,00:03:13,,,08:40:16,46,08:40:16,2,2/26/2025 11:11:43,2/26/2025 11:11:45
14059,92,RTI019,2/24/2025,,09:05:00,17:30:00,08:49:43,17:26:08,,00:03:52,,,08:36:25,46,08:36:25,2,2/26/2025 11:11:44,2/26/2025 11:11:45
14060,95,RTI022,2/24/2025,,09:05:00,17:30:00,08:50:35,17:33:00,,,,00:03:00,08:39:25,47,08:42:25,2,2/26/2025 11:11:44,2/26/2025 11:11:45
14061,137,RTI034,2/24/2025,,09:05:00,17:30:00,08:54:04,17:30:05,,,,00:00:05,08:35:56,46,08:36:01,2,2/26/2025 11:11:44,2/26/2025 11:11:45
14062,82,RTI009,2/24/2025,,09:05:00,17:30:00,08:59:24,17:31:53,,,,00:01:53,08:30:36,48,08:32:29,2,2/26/2025 11:11:44,2/26/2025 11:11:45
14063,91,RTI018,2/24/2025,,09:05:00,17:30:00,09:00:34,17:32:08,,,,00:02:08,08:29:26,48,08:31:34,2,2/26/2025 11:11:44,5/7/2025 17:17:29
14064,94,RTI021,2/24/2025,,09:05:00,17:30:00,09:01:43,17:29:49,,,,,08:28:06,46,08:28:06,2,2/26/2025 11:11:44,2/26/2025 11:11:45
14065,75,RTI002,2/24/2025,,09:05:00,17:30:00,09:03:39,17:29:58,,,,,08:26:19,49,08:26:19,2,2/26/2025 11:11:44,2/26/2025 11:11:45
14066,99,RTI026,2/24/2025,,09:05:00,17:30:00,09:04:36,,,,,,,46,,2,2/26/2025 11:11:44,2/26/2025 11:11:44
14067,136,RTI035,2/24/2025,,09:05:00,17:30:00,09:06:12,17:27:30,00:01:12,00:02:30,,,08:21:18,46,08:21:18,2,2/26/2025 11:11:44,2/26/2025 11:11:45
14068,93,RTI020,2/24/2025,,09:05:00,17:30:00,09:06:52,17:29:04,00:01:52,,,,08:22:12,48,08:22:12,2,2/26/2025 11:11:44,2/26/2025 11:11:45
14069,87,RTI014,2/24/2025,,09:05:00,17:30:00,09:07:16,17:27:46,00:02:16,00:02:14,,,08:20:30,46,08:20:30,2,2/26/2025 11:11:44,2/26/2025 11:11:45
14070,88,RTI015,2/24/2025,,09:05:00,17:30:00,09:39:43,17:32:00,00:34:43,,,00:02:00,07:50:17,50,07:52:17,2,2/26/2025 11:11:44,2/26/2025 11:11:45
14071,98,RTI025,2/24/2025,,09:05:00,17:30:00,09:42:02,,00:37:02,,,,,48,,2,2/26/2025 11:11:44,2/26/2025 11:11:44
14072,79,RTI006,2/24/2025,,09:05:00,17:30:00,10:00:34,21:31:40,00:55:34,,,04:01:40,07:29:26,50,11:31:06,2,2/26/2025 11:11:44,5/7/2025 17:17:29
14073,89,RTI016,2/24/2025,,09:05:00,17:30:00,11:56:13,,02:51:13,,,,,48,,2,2/26/2025 11:11:45,2/26/2025 11:11:45
14074,140,-,2/25/2025,,09:05:00,17:30:00,06:15:01,,,,,,,47,,2,2/26/2025 11:11:46,2/26/2025 11:11:46
14075,141,RTI,2/25/2025,,09:05:00,17:30:00,07:08:14,17:39:51,,,,00:09:51,10:21:46,47,10:31:37,2,2/26/2025 11:11:46,2/26/2025 11:11:50
14076,83,RTI010,2/25/2025,,09:05:00,17:30:00,07:10:56,17:47:32,,,,00:17:32,10:19:04,49,10:36:36,2,2/26/2025 11:11:46,2/26/2025 11:11:50
14077,76,RTI003,2/25/2025,,09:05:00,17:30:00,07:52:13,14:41:49,,02:48:11,,,06:49:36,49,06:49:36,2,2/26/2025 11:11:46,2/26/2025 11:11:48
14078,74,RTI001,2/25/2025,,09:05:00,17:30:00,08:23:35,17:34:55,,,,00:04:55,09:06:25,50,09:11:20,2,2/26/2025 11:11:46,2/26/2025 11:11:50
14079,80,RTI007,2/25/2025,,09:05:00,17:30:00,08:40:13,17:29:34,,,,,08:49:21,48,08:49:21,2,2/26/2025 11:11:46,2/26/2025 11:11:48
14080,77,RTI004,2/25/2025,,09:05:00,17:30:00,08:46:12,,,,,,,49,,2,2/26/2025 11:11:46,2/26/2025 11:11:46
14081,87,RTI014,2/25/2025,,09:05:00,17:30:00,08:46:23,17:28:41,,00:01:19,,,08:42:18,46,08:42:18,2,2/26/2025 11:11:46,2/26/2025 11:11:48
14082,79,RTI006,2/25/2025,,09:05:00,17:30:00,08:49:41,21:05:30,,,,03:35:30,08:40:19,50,12:15:49,2,2/26/2025 11:11:46,2/26/2025 11:11:50
14083,92,RTI019,2/25/2025,,09:05:00,17:30:00,08:54:40,17:28:36,,00:01:24,,,08:33:56,46,08:33:56,2,2/26/2025 11:11:47,2/26/2025 11:11:48
14084,138,--,2/25/2025,,09:05:00,17:30:00,08:56:26,17:28:12,,00:01:48,,,08:31:46,46,08:31:46,2,2/26/2025 11:11:47,2/26/2025 11:11:48
14085,137,RTI034,2/25/2025,,09:05:00,17:30:00,08:57:57,17:32:47,,,,00:02:47,08:32:03,46,08:34:50,2,2/26/2025 11:11:47,2/26/2025 11:11:49
14086,99,RTI026,2/25/2025,,09:05:00,17:30:00,09:02:00,17:33:15,,,,00:03:15,08:28:00,46,08:31:15,2,2/26/2025 11:11:47,2/26/2025 11:11:49
14087,95,RTI022,2/25/2025,,09:05:00,17:30:00,09:04:41,17:27:16,,00:02:44,,,08:22:35,47,08:22:35,2,2/26/2025 11:11:47,2/26/2025 11:11:48
14088,93,RTI020,2/25/2025,,09:05:00,17:30:00,09:05:43,17:28:46,,00:01:14,,,08:23:03,48,08:23:03,2,2/26/2025 11:11:47,2/26/2025 11:11:48
14089,82,RTI009,2/25/2025,,09:05:00,17:30:00,09:12:07,17:33:00,00:07:07,,,00:03:00,08:17:53,48,08:20:53,2,2/26/2025 11:11:47,2/26/2025 11:11:49
14090,91,RTI018,2/25/2025,,09:05:00,17:30:00,09:14:14,17:32:51,00:09:14,,,00:02:51,08:15:46,48,08:18:37,2,2/26/2025 11:11:47,2/26/2025 11:11:49
14091,94,RTI021,2/25/2025,,09:05:00,17:30:00,09:15:33,17:30:43,00:10:33,,,00:00:43,08:14:27,46,08:15:10,2,2/26/2025 11:11:47,2/26/2025 11:11:49
14092,75,RTI002,2/25/2025,,09:05:00,17:30:00,09:16:51,17:29:57,00:11:51,,,,08:13:06,49,08:13:06,2,2/26/2025 11:11:47,5/7/2025 17:17:30
14093,88,RTI015,2/25/2025,,09:05:00,17:30:00,09:39:51,17:42:35,00:34:51,,,00:12:35,07:50:09,50,08:02:44,2,2/26/2025 11:11:47,2/26/2025 11:11:50
14094,98,RTI025,2/25/2025,,09:05:00,17:30:00,09:42:49,,00:37:49,,,,,48,,2,2/26/2025 11:11:47,2/26/2025 11:11:47
14095,89,RTI016,2/25/2025,,09:05:00,17:30:00,09:46:33,17:29:45,00:41:33,,,,07:43:12,48,07:43:12,2,2/26/2025 11:11:47,2/26/2025 11:11:49
14096,136,RTI035,2/25/2025,,09:05:00,17:30:00,10:47:33,17:31:57,01:42:33,,,00:01:57,06:42:27,46,06:44:24,2,2/26/2025 11:11:48,2/26/2025 11:11:49
14097,97,RTI024,2/25/2025,,09:05:00,17:30:00,12:58:49,17:27:38,03:53:49,00:02:22,,,04:28:49,49,04:28:49,2,2/26/2025 11:11:48,2/26/2025 11:11:48
14098,140,-,2/26/2025,,09:05:00,17:30:00,05:47:59,,,,,,,47,,2,2/26/2025 11:11:50,2/26/2025 11:11:50
14099,83,RTI010,2/26/2025,,09:05:00,17:30:00,07:06:24,17:48:24,,,,00:18:24,10:23:36,49,10:42:00,2,2/26/2025 11:11:50,3/13/2025 23:43:47
14100,141,RTI,2/26/2025,,09:05:00,17:30:00,07:14:19,17:35:48,,,,00:05:48,10:15:41,47,10:21:29,2,2/26/2025 11:11:50,3/13/2025 23:43:47
14101,77,RTI004,2/26/2025,,09:05:00,17:30:00,08:24:01,17:29:15,,,,,09:05:14,49,09:05:14,2,2/26/2025 11:11:50,3/13/2025 23:43:46
14102,80,RTI007,2/26/2025,,09:05:00,17:30:00,08:26:44,17:26:35,,00:03:25,,,08:59:51,48,08:59:51,2,2/26/2025 11:11:50,3/13/2025 23:43:46
14103,91,RTI018,2/26/2025,,09:05:00,17:30:00,08:51:59,17:37:22,,,,00:07:22,08:38:01,48,08:45:23,2,2/26/2025 11:11:50,5/7/2025 17:17:31
14104,100,RTI027,2/26/2025,,09:05:00,17:30:00,08:54:33,17:25:43,,00:04:17,,,08:31:10,46,08:31:10,2,2/26/2025 11:11:50,3/13/2025 23:43:46
14105,138,--,2/26/2025,,09:05:00,17:30:00,09:00:04,17:26:24,,00:03:36,,,08:26:20,46,08:26:20,2,2/26/2025 11:11:51,3/13/2025 23:43:46
14106,92,RTI019,2/26/2025,,09:05:00,17:30:00,09:00:51,17:26:55,,00:03:05,,,08:26:04,46,08:26:04,2,2/26/2025 11:11:51,5/7/2025 17:17:31
14107,94,RTI021,2/26/2025,,09:05:00,17:30:00,09:01:42,17:28:35,,00:01:25,,,08:26:53,46,08:26:53,2,2/26/2025 11:11:51,3/13/2025 23:43:46
14108,99,RTI026,2/26/2025,,09:05:00,17:30:00,09:07:28,,00:02:28,,,,,46,,2,2/26/2025 11:11:51,2/26/2025 11:11:51
14109,137,RTI034,2/26/2025,,09:05:00,17:30:00,09:09:04,12:51:16,00:04:04,04:38:44,,,03:42:12,46,03:42:12,2,2/26/2025 11:11:51,3/13/2025 23:43:46
14110,87,RTI014,2/26/2025,,09:05:00,17:30:00,09:10:08,17:28:47,00:05:08,00:01:13,,,08:18:39,46,08:18:39,2,2/26/2025 11:11:51,3/13/2025 23:43:46
14111,75,RTI002,2/26/2025,,09:05:00,17:30:00,09:10:40,17:30:28,00:05:40,,,00:00:28,08:19:20,49,08:19:48,2,2/26/2025 11:11:51,3/13/2025 23:43:46
14112,82,RTI009,2/26/2025,,09:05:00,17:30:00,09:11:27,17:32:02,00:06:27,,,00:02:02,08:18:33,48,08:20:35,2,2/26/2025 11:11:51,3/13/2025 23:43:46
14113,95,RTI022,2/26/2025,,09:05:00,17:30:00,09:15:08,17:25:49,00:10:08,00:04:11,,,08:10:41,47,08:10:41,2,2/26/2025 11:11:51,3/13/2025 23:43:46
14114,93,RTI020,2/26/2025,,09:05:00,17:30:00,09:15:29,17:27:45,00:10:29,00:02:15,,,08:12:16,48,08:12:16,2,2/26/2025 11:11:51,3/13/2025 23:43:46
14115,79,RTI006,2/26/2025,,09:05:00,17:30:00,09:17:27,17:50:25,00:12:27,,,00:20:25,08:12:33,50,08:32:58,2,2/26/2025 11:11:52,3/13/2025 23:43:47
14116,74,RTI001,2/26/2025,,09:05:00,17:30:00,09:20:54,,00:15:54,,,,,50,,2,2/26/2025 11:11:52,2/26/2025 11:11:52
14117,88,RTI015,2/26/2025,,09:05:00,17:30:00,09:28:45,17:37:26,00:23:45,,,00:07:26,08:01:15,50,08:08:41,2,2/26/2025 11:11:52,3/13/2025 23:43:47
14118,97,RTI024,2/26/2025,,09:05:00,17:30:00,09:31:22,17:26:29,00:26:22,00:03:31,,,07:55:07,49,07:55:07,2,2/26/2025 11:11:52,3/13/2025 23:43:46
14119,98,RTI025,2/26/2025,,09:05:00,17:30:00,09:42:31,,00:37:31,,,,,48,,2,2/26/2025 11:11:52,2/26/2025 11:11:52
14120,136,RTI035,2/26/2025,,09:05:00,17:30:00,09:51:13,12:51:23,00:46:13,04:38:37,,,03:00:10,46,03:00:10,2,2/26/2025 11:11:52,3/13/2025 23:43:46
14121,140,-,2/27/2025,,09:05:00,17:30:00,06:09:53,,,,,,,47,,2,3/13/2025 23:43:47,3/13/2025 23:43:47
14122,83,RTI010,2/27/2025,,09:05:00,17:30:00,07:05:56,17:45:29,,,,00:15:29,10:24:04,49,10:39:33,2,3/13/2025 23:43:47,3/13/2025 23:43:49
14123,141,RTI,2/27/2025,,09:05:00,17:30:00,07:08:35,17:40:32,,,,00:10:32,10:21:25,47,10:31:57,2,3/13/2025 23:43:47,3/13/2025 23:43:49
14124,77,RTI004,2/27/2025,,09:05:00,17:30:00,08:30:52,17:29:43,,,,,08:58:51,49,08:58:51,2,3/13/2025 23:43:47,3/13/2025 23:43:49
14125,80,RTI007,2/27/2025,,09:05:00,17:30:00,08:45:24,17:26:45,,00:03:15,,,08:41:21,48,08:41:21,2,3/13/2025 23:43:47,3/13/2025 23:43:48
14126,95,RTI022,2/27/2025,,09:05:00,17:30:00,08:53:54,,,,,,,47,,2,3/13/2025 23:43:47,3/13/2025 23:43:47
14127,87,RTI014,2/27/2025,,09:05:00,17:30:00,08:55:14,17:33:31,,,,00:03:31,08:34:46,46,08:38:17,2,3/13/2025 23:43:47,3/13/2025 23:43:49
14128,138,--,2/27/2025,,09:05:00,17:30:00,08:56:09,17:26:39,,00:03:21,,,08:30:30,46,08:30:30,2,3/13/2025 23:43:47,3/13/2025 23:43:48
14129,92,RTI019,2/27/2025,,09:05:00,17:30:00,08:57:58,17:26:02,,00:03:58,,,08:28:04,46,08:28:04,2,3/13/2025 23:43:47,5/7/2025 17:17:31
14130,100,RTI027,2/27/2025,,09:05:00,17:30:00,09:02:09,17:26:58,,00:03:02,,,08:24:49,46,08:24:49,2,3/13/2025 23:43:47,3/13/2025 23:43:48
14131,82,RTI009,2/27/2025,,09:05:00,17:30:00,09:03:57,17:29:57,,,,,08:26:00,48,08:26:00,2,3/13/2025 23:43:48,3/13/2025 23:43:49
14132,94,RTI021,2/27/2025,,09:05:00,17:30:00,09:06:33,17:28:58,00:01:33,00:01:02,,,08:22:25,46,08:22:25,2,3/13/2025 23:43:48,3/13/2025 23:43:49
14133,75,RTI002,2/27/2025,,09:05:00,17:30:00,09:10:42,17:30:08,00:05:42,,,00:00:08,08:19:18,49,08:19:26,2,3/13/2025 23:43:48,3/13/2025 23:43:49
14134,79,RTI006,2/27/2025,,09:05:00,17:30:00,09:11:44,,00:06:44,,,,,50,,2,3/13/2025 23:43:48,3/13/2025 23:43:48
14135,99,RTI026,2/27/2025,,09:05:00,17:30:00,09:20:31,,00:15:31,,,,,46,,2,3/13/2025 23:43:48,3/13/2025 23:43:48
14136,91,RTI018,2/27/2025,,09:05:00,17:30:00,09:22:00,17:29:36,00:17:00,,,,08:07:36,48,08:07:36,2,3/13/2025 23:43:48,3/13/2025 23:43:49
14137,88,RTI015,2/27/2025,,09:05:00,17:30:00,09:23:23,17:37:08,00:18:23,,,00:07:08,08:06:37,50,08:13:45,2,3/13/2025 23:43:48,3/13/2025 23:43:49
14138,98,RTI025,2/27/2025,,09:05:00,17:30:00,09:34:13,,00:29:13,,,,,48,,2,3/13/2025 23:43:48,3/13/2025 23:43:48
14139,89,RTI016,2/27/2025,,09:05:00,17:30:00,09:42:28,,00:37:28,,,,,48,,2,3/13/2025 23:43:48,3/13/2025 23:43:48
14140,93,RTI020,2/27/2025,,09:05:00,17:30:00,09:51:40,17:28:04,00:46:40,00:01:56,,,07:36:24,48,07:36:24,2,3/13/2025 23:43:48,3/13/2025 23:43:48
14141,97,RTI024,2/27/2025,,09:05:00,17:30:00,10:08:49,17:27:08,01:03:49,00:02:52,,,07:18:19,49,07:18:19,2,3/13/2025 23:43:48,3/13/2025 23:43:48
14142,140,-,2/28/2025,,08:30:00,16:00:00,05:31:02,,,,,,,47,,2,3/13/2025 23:43:49,3/13/2025 23:43:49
14143,141,RTI,2/28/2025,,08:30:00,16:00:00,07:03:36,17:34:54,,,,01:34:54,08:56:24,47,10:31:18,2,3/13/2025 23:43:49,3/13/2025 23:43:51
14144,83,RTI010,2/28/2025,,08:30:00,16:00:00,07:11:55,,,,,,,49,,2,3/13/2025 23:43:49,3/13/2025 23:43:49
14145,98,RTI025,2/28/2025,,08:30:00,16:00:00,08:52:01,,00:22:01,,,,,48,,2,3/13/2025 23:43:49,3/13/2025 23:43:49
14146,77,RTI004,2/28/2025,,08:30:00,16:00:00,08:52:27,17:30:32,00:22:27,,,01:30:32,07:07:33,49,08:38:05,2,3/13/2025 23:43:49,3/13/2025 23:43:51
14147,93,RTI020,2/28/2025,,08:30:00,16:00:00,08:57:30,17:26:47,00:27:30,,,01:26:47,07:02:30,48,08:29:17,2,3/13/2025 23:43:49,3/13/2025 23:43:51
14148,91,RTI018,2/28/2025,,08:30:00,16:00:00,08:57:57,17:29:41,00:27:57,,,01:29:41,07:02:03,48,08:31:44,2,3/13/2025 23:43:49,3/13/2025 23:43:51
14149,79,RTI006,2/28/2025,,08:30:00,16:00:00,08:58:42,17:38:35,00:28:42,,,01:38:35,07:01:18,50,08:39:53,2,3/13/2025 23:43:50,3/13/2025 23:43:51
14150,100,RTI027,2/28/2025,,08:30:00,16:00:00,09:02:37,17:26:04,00:32:37,,,01:26:04,06:57:23,46,08:23:27,2,3/13/2025 23:43:50,3/13/2025 23:43:50
14151,94,RTI021,2/28/2025,,08:30:00,16:00:00,09:05:48,,00:35:48,,,,,46,,2,3/13/2025 23:43:50,3/13/2025 23:43:50
